,layer_A,layer_B,feature_A,feature_B,weight
178,0,1,7034,13612,0.001588147133588791
179,0,1,7034,14805,0.001075205160304904
180,0,1,7034,15017,0.00931186880916357
181,0,1,7034,15738,0.003738557454198599
182,0,1,7034,16230,0.009163904935121536
183,0,1,7034,16473,0.0012626262614503503
184,0,1,7034,16620,0.0011837121564894915
185,0,1,7034,16785,0.002101089106872678
186,0,1,7034,16815,0.017311789095401764
187,0,1,7034,16995,0.010002367198467255
188,0,1,7034,17359,0.012517755851149559
189,0,1,7034,17388,0.0173611119389534
190,0,1,7034,17413,0.007851957343518734
191,0,1,7034,17591,0.0012133049312978983
192,0,1,7034,17742,0.014964094385504723
193,0,1,7034,17840,0.003837200114503503
194,0,1,7034,18988,0.0038963856641203165
195,0,1,7034,19029,0.008621369488537312
196,0,1,7034,19223,0.0031664299312978983
197,0,1,7034,19360,0.0018939394503831863
198,0,1,7034,19660,0.0032354798167943954
199,0,1,7034,20931,0.0010160196106880903
200,0,1,7034,21958,0.12390506267547607
201,0,1,7034,22119,0.0078125
202,0,1,7034,22922,0.0051886048167943954
203,0,1,7034,23420,0.06756036728620529
204,0,1,7034,23577,0.019264914095401764
205,0,1,7034,24101,0.0021306818816810846
206,0,1,7034,24149,0.1620008647441864
207,0,1,7034,24387,0.0016966540133580565
208,0,1,7101,7996,0.025923294946551323
209,0,1,7101,14540,0.0016966540133580565
210,0,1,7101,14544,0.003324258141219616
211,0,1,7101,17006,0.001341540366411209
212,0,1,7261,6051,0.006865530274808407
213,0,1,7261,17359,0.0016966540133580565
214,0,1,7261,19009,0.0016374684637412429
215,0,1,7261,20961,0.0014500473625957966
216,0,1,7261,22025,0.003225615480914712
217,0,1,7292,1947,0.001390861696563661
218,0,1,7292,2065,0.008739741519093513
219,0,1,7292,3945,0.0011047979351133108
220,0,1,7292,4948,0.0023279672022908926
221,0,1,7292,5276,0.0021109532099217176
222,0,1,7292,6051,0.00444878451526165
223,0,1,7292,6131,0.0011541192652657628
224,0,1,7292,6429,0.0012527620419859886
225,0,1,7292,6941,0.001805161009542644
226,0,1,7292,7354,0.0015585542423650622
227,0,1,7292,7996,0.003393308026716113
228,0,1,7292,8614,0.0015092329122126102
229,0,1,7292,8998,0.0013612689217552543
230,0,1,7292,9487,0.0033834439236670732
231,0,1,7292,9965,0.0032848010305315256
232,0,1,7292,10328,0.0012428977061063051
233,0,1,7292,10480,0.002101089106872678
234,0,1,7292,13409,0.00531684048473835
235,0,1,7292,16162,0.004113399423658848
236,0,1,7292,16230,0.0030875157099217176
237,0,1,7292,16815,0.0037188290152698755
238,0,1,7292,16995,0.008473405614495277
239,0,1,7292,17006,0.018505366519093513
240,0,1,7292,17359,0.013967802748084068
241,0,1,7292,17388,0.0038470644503831863
242,0,1,7292,17413,0.0015190972480922937
243,0,1,7292,19958,0.0015684185782447457
244,0,1,7292,20931,0.0019136678893119097
245,0,1,7292,21432,0.0010456123854964972
246,0,1,7292,23420,0.010357481427490711
247,0,1,7292,23577,0.034485477954149246
248,0,1,7292,24149,0.03178267180919647
249,0,1,7292,24566,0.0010554766049608588
250,0,1,7343,2065,0.0024068814236670732
251,0,1,7343,9417,0.0024266098625957966
252,0,1,7343,17359,0.0014105902519077063
253,0,1,7413,1947,0.002347695641219616
254,0,1,7413,17359,0.002347695641219616
255,0,1,7506,9155,0.0012133049312978983
256,0,1,7506,10328,0.0010850694961845875
257,0,1,7550,277,0.0016374684637412429
258,0,1,7550,344,0.0016374684637412429
259,0,1,7550,482,0.0023575599770992994
260,0,1,7550,594,0.001588147133588791
261,0,1,7550,1380,0.006480823736637831
262,0,1,7550,1762,0.0012823548167943954
263,0,1,7550,2065,0.014342645183205605
264,0,1,7550,2505,0.0016966540133580565
265,0,1,7550,3945,0.0033637152519077063
266,0,1,7550,3990,0.0011146622709929943
267,0,1,7550,4878,0.0013612689217552543
268,0,1,7550,5276,0.012162641622126102
269,0,1,7550,6131,0.004024621099233627
270,0,1,7550,6429,0.0018347537843510509
271,0,1,7550,6895,0.0010949337156489491
272,0,1,7550,7096,0.003807607339695096
273,0,1,7550,7287,0.0013020833721384406
274,0,1,7550,8614,0.007388336583971977
275,0,1,7550,8650,0.0015092329122126102
276,0,1,7550,8865,0.0012428977061063051
277,0,1,7550,9417,0.001075205160304904
278,0,1,7550,9487,0.007891413755714893
279,0,1,7550,9549,0.001538825803436339
280,0,1,7550,10115,0.00341303669847548
281,0,1,7550,10328,0.006135574541985989
282,0,1,7550,10913,0.0015782827977091074
283,0,1,7550,12604,0.0010554766049608588
284,0,1,7550,15017,0.015723641961812973
285,0,1,7550,15738,0.0017854324541985989
286,0,1,7550,16230,0.0045967488549649715
287,0,1,7550,16723,0.0015289614675566554
288,0,1,7550,16785,0.0013020833721384406
289,0,1,7550,16815,0.008197206072509289
290,0,1,7550,16995,0.0012034407118335366
291,0,1,7550,17359,0.004586884286254644
292,0,1,7550,17388,0.00815774966031313
293,0,1,7550,17413,0.004784169606864452
294,0,1,7550,17742,0.011107165366411209
295,0,1,7550,17840,0.004695391282439232
296,0,1,7550,18988,0.0018939394503831863
297,0,1,7550,19029,0.0049913194961845875
298,0,1,7550,19223,0.003028330160304904
299,0,1,7550,19660,0.0023871527519077063
300,0,1,7550,21432,0.004083806648850441
301,0,1,7550,21958,0.13412444293498993
302,0,1,7550,22119,0.010416666977107525
303,0,1,7550,22922,0.0036300504580140114
304,0,1,7550,23420,0.03585661202669144
305,0,1,7550,24101,0.0015782827977091074
306,0,1,7550,24149,0.06511402875185013
307,0,1,7550,24387,0.002614030847325921
308,0,1,7550,24393,0.0012626262614503503
309,0,1,7550,24566,0.0026238951832056046
310,0,1,7654,17359,0.0024266098625957966
311,0,1,7654,24566,0.008088699541985989
312,0,1,7661,16162,0.007605350576341152
313,0,1,7661,20961,0.003491950687021017
314,0,1,7778,10264,0.0017163825687021017
315,0,1,7778,10741,0.001607875688932836
316,0,1,7778,16995,0.0011047979351133108
317,0,1,7836,10328,0.0011837121564894915
318,0,1,7836,15017,0.0010456123854964972
319,0,1,7836,17359,0.0019925821106880903
320,0,1,7836,21958,0.0048137628473341465
321,0,1,7836,23420,0.0015684185782447457
322,0,1,7836,24149,0.0018840751145035028
323,0,1,7933,2065,0.0020616319961845875
324,0,1,7933,7137,0.0021405459847301245
325,0,1,7933,17359,0.0012034407118335366
326,0,1,8040,15117,0.0011837121564894915
327,0,1,8122,5264,0.005198468919843435
328,0,1,8339,10328,0.001173847820609808
329,0,1,8339,19676,0.0011837121564894915
330,0,1,8392,6051,0.007210779469460249
331,0,1,8392,17006,0.0030184658244252205
332,0,1,8392,17359,0.002544980961829424
333,0,1,8392,19009,0.0016473326832056046
334,0,1,8392,20961,0.0014500473625957966
335,0,1,8392,22025,0.0032354798167943954
336,0,1,8550,12460,0.001272490480914712
337,0,1,8550,17359,0.0010653409408405423
338,0,1,8656,138,0.0037188290152698755
339,0,1,8656,813,0.0022095958702266216
340,0,1,8656,5457,0.00122316915076226
341,0,1,8656,7996,0.018761837854981422
342,0,1,8656,10226,0.0010554766049608588
343,0,1,8656,14540,0.0012922190362587571
344,0,1,8656,14544,0.003324258141219616
345,0,1,8656,16007,0.002712673507630825
346,0,1,8656,16162,0.021316682919859886
347,0,1,8656,17359,0.0011146622709929943
348,0,1,8716,17359,0.0011837121564894915
349,0,1,8716,24393,0.0013711332576349378
350,0,1,8944,3945,0.00824652798473835
351,0,1,8944,8998,0.0020714960992336273
352,0,1,9226,4948,0.010535038076341152
353,0,1,9226,17006,0.002683080732822418
354,0,1,9226,17359,0.005642361007630825
355,0,1,9226,22025,0.0017755682347342372
356,0,1,9314,4473,0.002347695641219616
357,0,1,9314,17359,0.0023279672022908926
358,0,1,9355,5993,0.0012527620419859886
359,0,1,9555,2065,0.001272490480914712
360,0,1,9555,14179,0.001272490480914712
361,0,1,9783,14740,0.0011541192652657628
362,0,1,10178,2065,0.001272490480914712
363,0,1,10178,10524,0.001657197019085288
364,0,1,10337,482,0.0015092329122126102
365,0,1,10337,1026,0.0010061552748084068
366,0,1,10337,2065,0.002239188877865672
367,0,1,10337,3945,0.0016966540133580565
368,0,1,10337,5276,0.0024562026374042034
369,0,1,10337,6131,0.0011343908263370395
370,0,1,10337,6429,0.0023279672022908926
371,0,1,10337,8614,0.002219460206106305
372,0,1,10337,8998,0.002564709633588791
373,0,1,10337,9487,0.005277383141219616
374,0,1,10337,13409,0.009775489568710327
375,0,1,10337,15153,0.0016177399083971977
376,0,1,10337,16230,0.004142992198467255
377,0,1,10337,16815,0.005652225576341152
378,0,1,10337,16995,0.01169902179390192
379,0,1,10337,17388,0.006125710438936949
380,0,1,10337,17413,0.002081360435113311
381,0,1,10337,18918,0.04691445827484131
382,0,1,10337,20931,0.0015980113530531526
383,0,1,10337,22025,0.012922191061079502
384,0,1,10337,23420,0.01700599677860737
385,0,1,10337,23577,0.03349905461072922
386,0,1,10337,24149,0.04073942452669144
387,0,1,10392,5363,0.004221906419843435
388,0,1,10392,7354,0.008049242198467255
389,0,1,10392,9951,0.0014599115820601583
390,0,1,10540,13730,0.0013612689217552543
391,0,1,10540,17359,0.0013316761469468474
392,0,1,10744,19740,0.0010456123854964972
393,0,1,10870,5939,0.0011146622709929943
394,0,1,10920,482,0.0016867897938936949
395,0,1,10920,1026,0.0013711332576349378
396,0,1,10920,2065,0.005040640942752361
397,0,1,10920,2254,0.001657197019085288
398,0,1,10920,3318,0.0010554766049608588
399,0,1,10920,4878,0.001075205160304904
400,0,1,10920,4948,0.0011935763759538531
401,0,1,10920,6051,0.002761994954198599
402,0,1,10920,6429,0.0027521306183189154
403,0,1,10920,6941,0.0012527620419859886
404,0,1,10920,7287,0.0014599115820601583
405,0,1,10920,7354,0.001075205160304904
406,0,1,10920,7996,0.002318102866411209
407,0,1,10920,8490,0.002998737385496497
408,0,1,10920,8998,0.001390861696563661
409,0,1,10920,9487,0.0027521306183189154
410,0,1,10920,11741,0.0013514047022908926
411,0,1,10920,13409,0.004498105961829424
412,0,1,10920,14544,0.0014303188072517514
413,0,1,10920,15153,0.0015289614675566554
414,0,1,10920,16162,0.003491950687021017
415,0,1,10920,16815,0.0014599115820601583
416,0,1,10920,16995,0.004705255851149559
417,0,1,10920,17359,0.013642282225191593
418,0,1,10920,17388,0.0034820865839719772
419,0,1,10920,17413,0.0010456123854964972
420,0,1,10920,18918,0.056186869740486145
421,0,1,10920,19009,0.010712594725191593
422,0,1,10920,19958,0.0012034407118335366
423,0,1,10920,20020,0.0012133049312978983
424,0,1,10920,20961,0.0118272565305233
425,0,1,10920,22025,0.039693813771009445
426,0,1,10920,23420,0.004152856767177582
427,0,1,10920,23856,0.0020912247709929943
428,0,1,10920,24149,0.002120817545801401
429,0,1,11233,17006,0.0011837121564894915
430,0,1,11233,17359,0.004409327637404203
431,0,1,11233,19009,0.001025883830152452
432,0,1,11233,19958,0.014914772473275661
433,0,1,11233,22025,0.0014697759179398417
434,0,1,11233,22426,0.00170651834923774
435,0,1,11356,2065,0.002959280274808407
436,0,1,11356,9417,0.0031861583702266216
437,0,1,11356,15017,0.0012034407118335366
438,0,1,11356,17359,0.0014105902519077063
439,0,1,11659,2065,0.0030677872709929943
440,0,1,11659,8650,0.0031368371564894915
441,0,1,11659,15017,0.0015190972480922937
442,0,1,11702,147,0.0019432607805356383
443,0,1,11722,1380,0.0010061552748084068
444,0,1,11722,8614,0.001755839679390192
445,0,1,11722,17742,0.0011639836011454463
446,0,1,11722,21958,0.007191051263362169
447,0,1,11722,22119,0.0011442550458014011
448,0,1,11722,23420,0.0010456123854964972
449,0,1,11722,24149,0.00726996548473835
450,0,1,11786,1947,0.012754498049616814
451,0,1,11786,15017,0.008710148744285107
452,0,1,11786,17359,0.012705177068710327
453,0,1,11916,138,0.001588147133588791
454,0,1,11916,813,0.002249052980914712
455,0,1,11916,7996,0.019915957003831863
456,0,1,11916,14540,0.0014599115820601583
457,0,1,11916,14544,0.0015980113530531526
458,0,1,11916,16007,0.0013711332576349378
459,0,1,11916,16162,0.02467053383588791
460,0,1,11916,17006,0.005691682454198599
461,0,1,11916,17359,0.005671953782439232
462,0,1,11916,20961,0.006431502755731344
463,0,1,11916,22672,0.0010554766049608588
464,0,1,11955,4628,0.0020616319961845875
465,0,1,11955,17359,0.0020616319961845875
466,0,1,11978,21958,0.0030677872709929943
467,0,1,11978,23420,0.001075205160304904
468,0,1,12077,4948,0.0011935763759538531
469,0,1,12077,22025,0.0017755682347342372
470,0,1,12113,10480,0.0028409091755747795
471,0,1,12113,17006,0.0018840751145035028
472,0,1,12113,22025,0.001607875688932836
473,0,1,12184,2065,0.002150410320609808
474,0,1,12184,14179,0.0021898674312978983
475,0,1,12184,17359,0.001321811811067164
476,0,1,12468,16723,0.003856928553432226
477,0,1,12540,12261,0.0010061552748084068
478,0,1,12728,4948,0.019698942080140114
479,0,1,12728,17006,0.002683080732822418
480,0,1,12728,17359,0.00629340298473835
481,0,1,12728,19009,0.0011047979351133108
482,0,1,12728,22025,0.0017755682347342372
483,0,1,12795,2065,0.002860637614503503
484,0,1,12795,7137,0.003057922935113311
485,0,1,12795,17359,0.001341540366411209
486,0,1,12900,10328,0.00122316915076226
487,0,1,12900,12207,0.00122316915076226
488,0,1,13178,6051,0.004379734862595797
489,0,1,13303,7996,0.002318102866411209
490,0,1,13303,14544,0.0014303188072517514
491,0,1,13303,16162,0.003491950687021017
492,0,1,13303,20961,0.006431502755731344
493,0,1,13353,594,0.004221906419843435
494,0,1,13353,24101,0.004162720870226622
495,0,1,13589,2065,0.001854482339695096
496,0,1,13589,4965,0.0018742108950391412
497,0,1,13670,6941,0.0012527620419859886
498,0,1,13670,20961,0.001272490480914712
499,0,1,13953,2065,0.0015782827977091074
500,0,1,13953,9549,0.006046796217560768
501,0,1,13953,15017,0.0014204545877873898
502,0,1,13953,16473,0.001440183026716113
503,0,1,13953,17006,0.001124526490457356
504,0,1,13953,17359,0.001805161009542644
505,0,1,14084,17006,0.0015190972480922937
506,0,1,14084,17359,0.0022095958702266216
507,0,1,14084,21432,0.006786616053432226
508,0,1,14170,2065,0.002702809404581785
509,0,1,14170,5276,0.0014599115820601583
510,0,1,14170,7287,0.0010061552748084068
511,0,1,14170,13612,0.0011639836011454463
512,0,1,14170,15017,0.002180003095418215
513,0,1,14170,17359,0.0011146622709929943
514,0,1,14170,17388,0.0014697759179398417
515,0,1,14170,21958,0.006520281080156565
516,0,1,14170,23420,0.001390861696563661
517,0,1,14170,24149,0.0019728534389287233
518,0,1,14325,21958,0.0013809974770992994
519,0,1,14326,2065,0.0019136678893119097
520,0,1,14326,2838,0.0015486900229007006
521,0,1,14326,5264,0.0014500473625957966
522,0,1,14326,15017,0.0027521306183189154
523,0,1,14326,17773,0.0011146622709929943
524,0,1,14326,21432,0.003215751377865672
525,0,1,14326,24566,0.0018939394503831863
526,0,1,14477,6941,0.008818655274808407
527,0,1,14477,17006,0.0035807292442768812
528,0,1,14477,17359,0.00639204541221261
529,0,1,14477,20961,0.001272490480914712
530,0,1,14657,21732,0.0011935763759538531
531,0,1,14731,2065,0.00244633830152452
532,0,1,14731,20778,0.002614030847325921
533,0,1,14796,9177,0.001854482339695096
534,0,1,14796,17359,0.0017459753435105085
535,0,1,14924,277,0.0017163825687021017
536,0,1,14924,1947,0.001390861696563661
537,0,1,14924,2065,0.024295691400766373
538,0,1,14924,2838,0.0012626262614503503
539,0,1,14924,3037,0.0019629893358796835
540,0,1,14924,3945,0.0011047979351133108
541,0,1,14924,4907,0.002268781652674079
542,0,1,14924,4948,0.0023279672022908926
543,0,1,14924,5264,0.0018840751145035028
544,0,1,14924,5276,0.004547427408397198
545,0,1,14924,5363,0.001953125
546,0,1,14924,6051,0.004517834633588791
547,0,1,14924,6131,0.002761994954198599
548,0,1,14924,6429,0.001755839679390192
549,0,1,14924,6941,0.001805161009542644
550,0,1,14924,7137,0.0014303188072517514
551,0,1,14924,7287,0.0015486900229007006
552,0,1,14924,7354,0.0049715908244252205
553,0,1,14924,7996,0.003393308026716113
554,0,1,14924,8298,0.0014993686927482486
555,0,1,14924,8614,0.0015486900229007006
556,0,1,14924,8637,0.002268781652674079
557,0,1,14924,8650,0.0010850694961845875
558,0,1,14924,8865,0.0014993686927482486
559,0,1,14924,8998,0.0013612689217552543
560,0,1,14924,9417,0.0011343908263370395
561,0,1,14924,9487,0.005198468919843435
562,0,1,14924,9549,0.001982717774808407
563,0,1,14924,9951,0.0010949337156489491
564,0,1,14924,9965,0.0032848010305315256
565,0,1,14924,10328,0.004103535320609808
566,0,1,14924,10363,0.0011541192652657628
567,0,1,14924,10480,0.002101089106872678
568,0,1,14924,12358,0.0012034407118335366
569,0,1,14924,12641,0.001075205160304904
570,0,1,14924,13409,0.00435014208778739
571,0,1,14924,15738,0.0015684185782447457
572,0,1,14924,15957,0.0012922190362587571
573,0,1,14924,16162,0.004113399423658848
574,0,1,14924,16230,0.0035511364694684744
575,0,1,14924,16815,0.004665798507630825
576,0,1,14924,16995,0.010584359057247639
577,0,1,14924,17006,0.020853061228990555
578,0,1,14924,17359,0.03359769657254219
579,0,1,14924,17388,0.007773043122142553
580,0,1,14924,17413,0.002781723393127322
581,0,1,14924,17773,0.0011541192652657628
582,0,1,14924,18988,0.0012626262614503503
583,0,1,14924,19029,0.002101089106872678
584,0,1,14924,19958,0.0015684185782447457
585,0,1,14924,20931,0.002318102866411209
586,0,1,14924,21432,0.0034327651374042034
587,0,1,14924,22054,0.0011343908263370395
588,0,1,14924,23420,0.015023279935121536
589,0,1,14924,23577,0.03577769920229912
590,0,1,14924,24149,0.04793047532439232
591,0,1,14924,24566,0.003097380045801401
592,0,1,14941,4885,0.001854482339695096
593,0,1,14941,17359,0.0017952966736629605
594,0,1,15033,277,0.0017163825687021017
595,0,1,15033,594,0.0017952966736629605
596,0,1,15033,813,0.002249052980914712
597,0,1,15033,1947,0.005829782225191593
598,0,1,15033,2065,0.02727469988167286
599,0,1,15033,2505,0.0011047979351133108
600,0,1,15033,2838,0.0012626262614503503
601,0,1,15033,3037,0.0019629893358796835
602,0,1,15033,3945,0.004290956538170576
603,0,1,15033,4073,0.0010554766049608588
604,0,1,15033,4327,0.002318102866411209
605,0,1,15033,4628,0.0013020833721384406
606,0,1,15033,4907,0.002268781652674079
607,0,1,15033,4948,0.009341461583971977
608,0,1,15033,5264,0.0018840751145035028
609,0,1,15033,5276,0.008670691400766373
610,0,1,15033,5363,0.0030184658244252205
611,0,1,15033,5377,0.0011639836011454463
612,0,1,15033,5380,0.0011047979351133108
613,0,1,15033,6051,0.011985084973275661
614,0,1,15033,6131,0.00444878451526165
615,0,1,15033,6429,0.0027718592900782824
616,0,1,15033,6941,0.007565893232822418
617,0,1,15033,7096,0.0011837121564894915
618,0,1,15033,7137,0.0014303188072517514
619,0,1,15033,7218,0.0019333964446559548
620,0,1,15033,7287,0.0025252525229007006
621,0,1,15033,7354,0.006017203442752361
622,0,1,15033,7996,0.0071614584885537624
623,0,1,15033,8298,0.005800189450383186
624,0,1,15033,8614,0.006658380851149559
625,0,1,15033,8637,0.002268781652674079
626,0,1,15033,8650,0.0010949337156489491
627,0,1,15033,8865,0.0015092329122126102
628,0,1,15033,8998,0.002022174885496497
629,0,1,15033,9417,0.0011343908263370395
630,0,1,15033,9487,0.008453677408397198
631,0,1,15033,9549,0.001982717774808407
632,0,1,15033,9951,0.001341540366411209
633,0,1,15033,9965,0.014510338194668293
634,0,1,15033,10328,0.005810053553432226
635,0,1,15033,10363,0.0013514047022908926
636,0,1,15033,10480,0.008562183938920498
637,0,1,15033,12358,0.0012034407118335366
638,0,1,15033,12641,0.0016276041278615594
639,0,1,15033,13409,0.007151593919843435
640,0,1,15033,14179,0.001025883830152452
641,0,1,15033,15017,0.003028330160304904
642,0,1,15033,15632,0.0010456123854964972
643,0,1,15033,15738,0.002880366053432226
644,0,1,15033,15957,0.0012922190362587571
645,0,1,15033,16162,0.008739741519093513
646,0,1,15033,16230,0.00735874380916357
647,0,1,15033,16723,0.0016374684637412429
648,0,1,15033,16815,0.012438841164112091
649,0,1,15033,16995,0.018465908244252205
650,0,1,15033,17006,0.025222932919859886
651,0,1,15033,17359,0.06236189976334572
