,layer_A,layer_B,feature_A,feature_B,weight
199,0,1,7034,9620,0.0016818576259538531
200,0,1,7034,10115,0.0028754340019077063
201,0,1,7034,10328,0.01068793423473835
202,0,1,7034,10363,0.002170138992369175
203,0,1,7034,10913,0.0020073784980922937
204,0,1,7034,12207,0.0012478298740461469
205,0,1,7034,12604,0.0015190972480922937
206,0,1,7034,12775,0.0013563367538154125
207,0,1,7034,13144,0.0021158854942768812
208,0,1,7034,13409,0.0048828125
209,0,1,7034,13612,0.0026041667442768812
210,0,1,7034,14805,0.0011935763759538531
211,0,1,7034,15017,0.011990017257630825
212,0,1,7034,15185,0.0013563367538154125
213,0,1,7034,15264,0.0010308159980922937
214,0,1,7034,15632,0.0015733507461845875
215,0,1,7034,15738,0.00689019076526165
216,0,1,7034,16230,0.008572048507630825
217,0,1,7034,16473,0.001953125
218,0,1,7034,16620,0.0015190972480922937
219,0,1,7034,16785,0.0014105902519077063
220,0,1,7034,16815,0.01958550326526165
221,0,1,7034,16995,0.010036892257630825
222,0,1,7034,17359,0.014431423507630825
223,0,1,7034,17388,0.0130750872194767
224,0,1,7034,17413,0.0081922747194767
225,0,1,7034,17742,0.0355360247194767
226,0,1,7034,17840,0.0061848959885537624
227,0,1,7034,18154,0.0011393228778615594
228,0,1,7034,18288,0.0011393228778615594
229,0,1,7034,18988,0.0030924479942768812
230,0,1,7034,19029,0.009928385727107525
231,0,1,7034,19223,0.0057508680038154125
232,0,1,7034,19360,0.0017903646221384406
233,0,1,7034,19660,0.00396050326526165
234,0,1,7034,19676,0.0010308159980922937
235,0,1,7034,19740,0.0011935763759538531
236,0,1,7034,20094,0.0010850694961845875
237,0,1,7034,20931,0.0050455727614462376
238,0,1,7034,21958,0.1265733540058136
239,0,1,7034,22119,0.014973958022892475
240,0,1,7034,22922,0.0055338540114462376
241,0,1,7034,23420,0.0792643204331398
242,0,1,7034,23577,0.0291883684694767
243,0,1,7034,23959,0.0010850694961845875
244,0,1,7034,24149,0.2356228232383728
245,0,1,7034,24387,0.0030381944961845875
246,0,1,7101,7996,0.0290256068110466
247,0,1,7101,13475,0.0013563367538154125
248,0,1,7101,14540,0.0016818576259538531
249,0,1,7101,14544,0.00444878451526165
250,0,1,7101,17006,0.0017903646221384406
251,0,1,7101,17359,0.0011393228778615594
252,0,1,7227,15153,0.0010850694961845875
253,0,1,7227,16933,0.0010850694961845875
254,0,1,7261,6051,0.0066731772385537624
255,0,1,7261,17359,0.0010308159980922937
256,0,1,7261,19009,0.0010308159980922937
257,0,1,7261,22025,0.0018988715019077063
258,0,1,7270,11094,0.0029839409980922937
259,0,1,7270,18918,0.0029839409980922937
260,0,1,7270,24149,0.0018988715019077063
261,0,1,7292,2065,0.00933159701526165
262,0,1,7292,4948,0.002712673507630825
263,0,1,7292,5276,0.0026041667442768812
264,0,1,7292,6051,0.004611545242369175
265,0,1,7292,6429,0.0010850694961845875
266,0,1,7292,6941,0.00146484375
267,0,1,7292,7996,0.00244140625
268,0,1,7292,8614,0.00146484375
269,0,1,7292,9487,0.00678168423473835
270,0,1,7292,9965,0.0033637152519077063
271,0,1,7292,10276,0.0011393228778615594
272,0,1,7292,10480,0.0017903646221384406
273,0,1,7292,12641,0.0022786457557231188
274,0,1,7292,13409,0.01025390625
275,0,1,7292,16162,0.0040147569961845875
276,0,1,7292,16230,0.0050455727614462376
277,0,1,7292,16760,0.0011393228778615594
278,0,1,7292,16785,0.0012478298740461469
279,0,1,7292,16815,0.004665798507630825
280,0,1,7292,16995,0.00678168423473835
281,0,1,7292,17006,0.01969400979578495
282,0,1,7292,17205,0.0032552082557231188
283,0,1,7292,17359,0.013020833022892475
284,0,1,7292,17388,0.0072157117538154125
285,0,1,7292,17413,0.0013563367538154125
286,0,1,7292,19958,0.00146484375
287,0,1,7292,20931,0.00591362826526165
288,0,1,7292,21845,0.0033094617538154125
289,0,1,7292,23420,0.01171875
290,0,1,7292,23577,0.0467122383415699
291,0,1,7292,24149,0.0473090261220932
292,0,1,7292,24566,0.0012478298740461469
293,0,1,7296,7119,0.0010850694961845875
294,0,1,7296,17388,0.0010850694961845875
295,0,1,7343,2065,0.0025499132461845875
296,0,1,7343,9417,0.0026041667442768812
297,0,1,7343,17359,0.0015190972480922937
298,0,1,7413,1947,0.00146484375
299,0,1,7413,17359,0.00146484375
300,0,1,7479,8614,0.0011935763759538531
301,0,1,7479,17742,0.00146484375
302,0,1,7479,21958,0.00396050326526165
303,0,1,7479,22119,0.0010850694961845875
304,0,1,7479,24149,0.004123263992369175
305,0,1,7550,344,0.002170138992369175
306,0,1,7550,482,0.0040690102614462376
307,0,1,7550,594,0.0015733507461845875
308,0,1,7550,1026,0.0012478298740461469
309,0,1,7550,1380,0.011555989272892475
310,0,1,7550,1762,0.0015733507461845875
311,0,1,7550,2065,0.01806640625
312,0,1,7550,2505,0.0027669270057231188
313,0,1,7550,3945,0.0028211805038154125
314,0,1,7550,3990,0.0011393228778615594
315,0,1,7550,4581,0.00244140625
316,0,1,7550,4878,0.00444878451526165
317,0,1,7550,4965,0.0020073784980922937
318,0,1,7550,5276,0.01752387173473835
319,0,1,7550,5333,0.0017361111240461469
320,0,1,7550,5550,0.0012478298740461469
321,0,1,7550,5601,0.0061848959885537624
322,0,1,7550,6131,0.0048828125
323,0,1,7550,6429,0.0016276041278615594
324,0,1,7550,6895,0.0011393228778615594
325,0,1,7550,7096,0.002712673507630825
326,0,1,7550,8100,0.0013020833721384406
327,0,1,7550,8614,0.00732421875
328,0,1,7550,8650,0.0015733507461845875
329,0,1,7550,8865,0.0017903646221384406
330,0,1,7550,9417,0.0015190972480922937
331,0,1,7550,9487,0.012966579757630825
332,0,1,7550,9549,0.0011935763759538531
333,0,1,7550,9620,0.0013563367538154125
334,0,1,7550,10115,0.0030924479942768812
335,0,1,7550,10328,0.0064561632461845875
336,0,1,7550,10652,0.0014105902519077063
337,0,1,7550,10913,0.0023328992538154125
338,0,1,7550,13144,0.0013020833721384406
339,0,1,7550,13612,0.0013020833721384406
340,0,1,7550,15017,0.0186631940305233
341,0,1,7550,15738,0.0028754340019077063
342,0,1,7550,16230,0.00434027798473835
343,0,1,7550,16473,0.0011393228778615594
344,0,1,7550,16723,0.0016818576259538531
345,0,1,7550,16785,0.0012478298740461469
346,0,1,7550,16815,0.0101453997194767
347,0,1,7550,16995,0.0014105902519077063
348,0,1,7550,17359,0.005154079757630825
349,0,1,7550,17388,0.00580512173473835
350,0,1,7550,17413,0.0052625867538154125
351,0,1,7550,17742,0.0256618931889534
352,0,1,7550,17840,0.0069444444961845875
353,0,1,7550,18988,0.0012478298740461469
354,0,1,7550,19029,0.0071614584885537624
355,0,1,7550,19223,0.005099826492369175
356,0,1,7550,19360,0.00146484375
357,0,1,7550,19660,0.00244140625
358,0,1,7550,21432,0.00439453125
359,0,1,7550,21958,0.1361219584941864
360,0,1,7550,22119,0.0187717005610466
361,0,1,7550,22922,0.0037977430038154125
362,0,1,7550,23420,0.0464409738779068
363,0,1,7550,23959,0.0010308159980922937
364,0,1,7550,24101,0.0015733507461845875
365,0,1,7550,24149,0.1139322891831398
366,0,1,7550,24387,0.0037434895057231188
367,0,1,7550,24566,0.0035264757461845875
368,0,1,7654,17359,0.0034722222480922937
369,0,1,7654,24566,0.010036892257630825
370,0,1,7661,16162,0.0061848959885537624
371,0,1,7661,17493,0.0011393228778615594
372,0,1,7661,19009,0.0012478298740461469
373,0,1,7661,20961,0.002170138992369175
374,0,1,7778,10264,0.0013020833721384406
375,0,1,7778,10741,0.0012478298740461469
376,0,1,7836,17359,0.001953125
377,0,1,7836,17742,0.0010850694961845875
378,0,1,7836,21958,0.005859375
379,0,1,7836,23420,0.0025499132461845875
380,0,1,7836,24149,0.0038519965019077063
381,0,1,7933,2065,0.0029296875
382,0,1,7933,7137,0.0029839409980922937
383,0,1,7933,17359,0.001953125
384,0,1,8040,15117,0.0012478298740461469
385,0,1,8122,5264,0.00482855923473835
386,0,1,8122,17006,0.0010308159980922937
387,0,1,8339,10328,0.0011393228778615594
388,0,1,8339,19676,0.0011935763759538531
389,0,1,8341,18918,0.0010850694961845875
390,0,1,8392,6051,0.0062391492538154125
391,0,1,8392,17006,0.003689236007630825
392,0,1,8392,17359,0.0020616319961845875
393,0,1,8392,22025,0.001953125
394,0,1,8507,11094,0.0029839409980922937
395,0,1,8507,18918,0.0033094617538154125
396,0,1,8507,24149,0.002224392257630825
397,0,1,8550,12460,0.0011393228778615594
398,0,1,8656,138,0.003634982742369175
399,0,1,8656,813,0.0020073784980922937
400,0,1,8656,5457,0.0015733507461845875
401,0,1,8656,7996,0.02105034701526165
402,0,1,8656,10226,0.0017361111240461469
403,0,1,8656,13475,0.0013563367538154125
404,0,1,8656,14540,0.0012478298740461469
405,0,1,8656,14544,0.00444878451526165
406,0,1,8656,16007,0.002712673507630825
407,0,1,8656,16162,0.02001953125
408,0,1,8656,17359,0.0018988715019077063
409,0,1,8716,17359,0.0014105902519077063
410,0,1,8716,24393,0.0015190972480922937
411,0,1,8921,15153,0.0011935763759538531
412,0,1,8921,17388,0.0010850694961845875
413,0,1,8921,23338,0.0011935763759538531
414,0,1,8944,3945,0.0071614584885537624
415,0,1,8944,8998,0.0028754340019077063
416,0,1,9012,18918,0.00146484375
417,0,1,9012,21461,0.0020616319961845875
418,0,1,9130,11094,0.0029839409980922937
419,0,1,9130,18918,0.0029839409980922937
420,0,1,9130,24149,0.0018988715019077063
421,0,1,9149,17388,0.0010308159980922937
422,0,1,9149,18918,0.0017903646221384406
423,0,1,9149,24196,0.0018988715019077063
424,0,1,9226,4948,0.011555989272892475
425,0,1,9226,17006,0.0028211805038154125
426,0,1,9226,17359,0.007107204757630825
427,0,1,9226,22025,0.00146484375
428,0,1,9278,2065,0.0013020833721384406
429,0,1,9278,18764,0.0013020833721384406
430,0,1,9314,4473,0.0026041667442768812
431,0,1,9314,15017,0.0015733507461845875
432,0,1,9314,17359,0.0026041667442768812
433,0,1,9355,5993,0.0013563367538154125
434,0,1,9555,2065,0.0013020833721384406
435,0,1,9555,14179,0.0013020833721384406
436,0,1,9555,17359,0.0011935763759538531
437,0,1,10178,10524,0.0015733507461845875
438,0,1,10337,482,0.0047743055038154125
439,0,1,10337,1026,0.002658420242369175
440,0,1,10337,2065,0.0032552082557231188
441,0,1,10337,2254,0.0020073784980922937
442,0,1,10337,2913,0.0012478298740461469
443,0,1,10337,4046,0.0018988715019077063
444,0,1,10337,4878,0.003146701492369175
445,0,1,10337,5276,0.003146701492369175
446,0,1,10337,6429,0.0025499132461845875
447,0,1,10337,6502,0.0010850694961845875
448,0,1,10337,8362,0.0012478298740461469
449,0,1,10337,8614,0.0017903646221384406
450,0,1,10337,8899,0.0010308159980922937
451,0,1,10337,8998,0.0013563367538154125
452,0,1,10337,9487,0.0084092877805233
453,0,1,10337,9620,0.0013020833721384406
454,0,1,10337,9794,0.002658420242369175
455,0,1,10337,9906,0.001953125
456,0,1,10337,10276,0.0011393228778615594
457,0,1,10337,11094,0.0029839409980922937
458,0,1,10337,12617,0.0016276041278615594
459,0,1,10337,13144,0.0014105902519077063
460,0,1,10337,13409,0.01898871548473835
461,0,1,10337,14605,0.0010850694961845875
462,0,1,10337,15153,0.0064561632461845875
463,0,1,10337,15185,0.0010850694961845875
464,0,1,10337,15901,0.0011393228778615594
465,0,1,10337,16230,0.00678168423473835
466,0,1,10337,16460,0.0025499132461845875
467,0,1,10337,16785,0.0017903646221384406
468,0,1,10337,16815,0.006130642257630825
469,0,1,10337,16964,0.0032552082557231188
470,0,1,10337,16995,0.01128472201526165
471,0,1,10337,17205,0.0032552082557231188
472,0,1,10337,17388,0.01888020895421505
473,0,1,10337,17413,0.0018446180038154125
474,0,1,10337,17742,0.0016276041278615594
475,0,1,10337,18806,0.0020616319961845875
476,0,1,10337,18918,0.0677625834941864
477,0,1,10337,19427,0.0010850694961845875
478,0,1,10337,20020,0.0011393228778615594
479,0,1,10337,20280,0.0010308159980922937
480,0,1,10337,20500,0.0030381944961845875
481,0,1,10337,20931,0.0057508680038154125
482,0,1,10337,21461,0.0020616319961845875
483,0,1,10337,21845,0.0010850694961845875
484,0,1,10337,22025,0.011013454757630825
485,0,1,10337,23338,0.0012478298740461469
486,0,1,10337,23420,0.01953125
487,0,1,10337,23432,0.0011393228778615594
488,0,1,10337,23433,0.0017903646221384406
489,0,1,10337,23577,0.0484483502805233
490,0,1,10337,24149,0.0703667551279068
491,0,1,10337,24196,0.0018988715019077063
492,0,1,10361,5276,0.0011935763759538531
493,0,1,10361,16245,0.0013020833721384406
494,0,1,10392,5363,0.0030381944961845875
495,0,1,10392,7354,0.0060221352614462376
496,0,1,10392,9951,0.0011935763759538531
497,0,1,10744,17413,0.0010850694961845875
498,0,1,10744,19740,0.0015733507461845875
499,0,1,10870,5939,0.0013020833721384406
500,0,1,10870,6131,0.0011935763759538531
501,0,1,10920,482,0.0054796007461845875
502,0,1,10920,1026,0.002170138992369175
503,0,1,10920,1762,0.0010308159980922937
504,0,1,10920,2065,0.00341796875
505,0,1,10920,2254,0.0023328992538154125
506,0,1,10920,2913,0.0017361111240461469
507,0,1,10920,3360,0.0010850694961845875
508,0,1,10920,3816,0.0012478298740461469
509,0,1,10920,4046,0.0018988715019077063
510,0,1,10920,4878,0.00396050326526165
511,0,1,10920,5035,0.0011393228778615594
512,0,1,10920,6051,0.0016276041278615594
513,0,1,10920,6429,0.0023871527519077063
514,0,1,10920,6502,0.0010850694961845875
515,0,1,10920,6819,0.0015733507461845875
516,0,1,10920,6843,0.0010850694961845875
517,0,1,10920,7996,0.0016818576259538531
518,0,1,10920,8362,0.0012478298740461469
519,0,1,10920,8490,0.0018446180038154125
520,0,1,10920,8899,0.0011393228778615594
521,0,1,10920,9487,0.0020073784980922937
522,0,1,10920,9620,0.0011935763759538531
523,0,1,10920,9794,0.0017903646221384406
524,0,1,10920,9906,0.001953125
525,0,1,10920,11094,0.0029839409980922937
526,0,1,10920,11116,0.0010308159980922937
527,0,1,10920,12357,0.0012478298740461469
528,0,1,10920,12617,0.0014105902519077063
529,0,1,10920,13144,0.0010850694961845875
530,0,1,10920,13409,0.0074869790114462376
531,0,1,10920,14605,0.0010308159980922937
532,0,1,10920,15153,0.0064561632461845875
533,0,1,10920,15901,0.0011393228778615594
534,0,1,10920,16162,0.002170138992369175
535,0,1,10920,16460,0.0023328992538154125
536,0,1,10920,16964,0.0032552082557231188
537,0,1,10920,16995,0.0032552082557231188
538,0,1,10920,17359,0.0091688372194767
539,0,1,10920,17388,0.011990017257630825
540,0,1,10920,17413,0.0013563367538154125
541,0,1,10920,18806,0.0020616319961845875
542,0,1,10920,18872,0.0010850694961845875
543,0,1,10920,18918,0.07080078125
544,0,1,10920,19009,0.009602864272892475
545,0,1,10920,19427,0.0010850694961845875
546,0,1,10920,20020,0.001953125
547,0,1,10920,20500,0.0030381944961845875
548,0,1,10920,20961,0.007541232742369175
549,0,1,10920,21461,0.0020073784980922937
550,0,1,10920,21829,0.0027669270057231188
551,0,1,10920,22025,0.02788628451526165
552,0,1,10920,23338,0.0012478298740461469
553,0,1,10920,23420,0.0034722222480922937
554,0,1,10920,23432,0.0011393228778615594
555,0,1,10920,23433,0.0017903646221384406
556,0,1,10920,23856,0.0014105902519077063
557,0,1,10920,24149,0.008572048507630825
558,0,1,10920,24196,0.0018988715019077063
559,0,1,11233,17006,0.0014105902519077063
560,0,1,11233,17359,0.005099826492369175
561,0,1,11233,19009,0.0010308159980922937
562,0,1,11233,19958,0.0157335065305233
563,0,1,11233,22025,0.0011935763759538531
564,0,1,11233,22426,0.0018988715019077063
565,0,1,11356,2065,0.0035264757461845875
566,0,1,11356,9417,0.0037434895057231188
567,0,1,11356,15017,0.0017903646221384406
568,0,1,11356,17359,0.0015190972480922937
569,0,1,11659,2065,0.003146701492369175
570,0,1,11659,8650,0.003146701492369175
571,0,1,11659,15017,0.0016276041278615594
572,0,1,11702,147,0.0026041667442768812
573,0,1,11722,1380,0.0020073784980922937
574,0,1,11722,5601,0.0010850694961845875
575,0,1,11722,8614,0.00396050326526165
576,0,1,11722,13409,0.001953125
577,0,1,11722,16230,0.0015733507461845875
578,0,1,11722,16815,0.0014105902519077063
579,0,1,11722,16995,0.001953125
580,0,1,11722,17742,0.00542534701526165
581,0,1,11722,17840,0.0011393228778615594
582,0,1,11722,21958,0.0128038190305233
583,0,1,11722,22119,0.002712673507630825
584,0,1,11722,23420,0.0030381944961845875
585,0,1,11722,23577,0.0011935763759538531
586,0,1,11722,24149,0.02289496548473835
587,0,1,11786,1947,0.010470920242369175
588,0,1,11786,15017,0.007541232742369175
589,0,1,11786,17359,0.010470920242369175
590,0,1,11916,138,0.0015733507461845875
591,0,1,11916,813,0.0024956597480922937
592,0,1,11916,3660,0.0016818576259538531
593,0,1,11916,3816,0.0011935763759538531
594,0,1,11916,5377,0.0012478298740461469
595,0,1,11916,7996,0.0197482630610466
596,0,1,11916,8696,0.0013020833721384406
597,0,1,11916,10226,0.0011393228778615594
598,0,1,11916,12641,0.0017361111240461469
599,0,1,11916,14540,0.0017361111240461469
600,0,1,11916,14544,0.0010850694961845875
601,0,1,11916,16007,0.0015190972480922937
602,0,1,11916,16162,0.0251736119389534
603,0,1,11916,17006,0.0054796007461845875
604,0,1,11916,17359,0.0079210065305233
605,0,1,11916,17493,0.0015190972480922937
606,0,1,11916,19009,0.0013563367538154125
607,0,1,11916,20357,0.0010850694961845875
608,0,1,11916,20961,0.0045572915114462376
609,0,1,11916,23405,0.0015190972480922937
610,0,1,11916,23688,0.0016276041278615594
611,0,1,11955,4628,0.0016818576259538531
612,0,1,11955,17359,0.0016818576259538531
613,0,1,11978,21958,0.004177517257630825
614,0,1,11978,23420,0.0015190972480922937
615,0,1,11978,24149,0.002170138992369175
616,0,1,12077,22025,0.00146484375
617,0,1,12113,10480,0.0021158854942768812
618,0,1,12113,17006,0.0017361111240461469
619,0,1,12184,2065,0.002224392257630825
620,0,1,12184,14179,0.0023328992538154125
621,0,1,12184,17359,0.0017361111240461469
622,0,1,12468,13403,0.0011393228778615594
623,0,1,12468,16723,0.0027669270057231188
624,0,1,12728,4948,0.02240668423473835
625,0,1,12728,5380,0.0011393228778615594
626,0,1,12728,17006,0.0028211805038154125
627,0,1,12728,17359,0.0081922747194767
628,0,1,12728,19009,0.0010308159980922937
629,0,1,12728,22025,0.00146484375
630,0,1,12795,2065,0.004123263992369175
631,0,1,12795,7137,0.00434027798473835
632,0,1,12795,15017,0.0011935763759538531
633,0,1,12795,17359,0.0023871527519077063
634,0,1,12900,10328,0.0016818576259538531
635,0,1,12900,12207,0.0016818576259538531
636,0,1,13178,6051,0.004665798507630825
637,0,1,13303,7996,0.0016818576259538531
638,0,1,13303,16162,0.002170138992369175
639,0,1,13303,19009,0.0013563367538154125
640,0,1,13303,20961,0.0045572915114462376
641,0,1,13353,594,0.0028754340019077063
642,0,1,13353,24101,0.0028754340019077063
643,0,1,13475,11094,0.0029839409980922937
644,0,1,13475,18918,0.0029839409980922937
645,0,1,13475,24149,0.001953125
646,0,1,13589,2065,0.0028754340019077063
647,0,1,13589,4965,0.0028754340019077063
648,0,1,13953,2065,0.0025499132461845875
649,0,1,13953,9549,0.006076388992369175
